0,1,2,3
0.9561892,0.018843666,0.018679474,0.006287633
0.9553923,0.019133592,0.019299151,0.0061749383
0.952518,0.027633272,0.014398442,0.0054502143
0.9561892,0.018843666,0.018679474,0.006287633
0.9561892,0.018843666,0.018679474,0.006287633
0.07519952,0.017982984,0.88582504,0.020992486
0.9567288,0.019439952,0.017981485,0.0058496376
0.95763254,0.01829955,0.017839205,0.0062287417
0.95251864,0.02011894,0.02166551,0.0056968625
0.9521848,0.019478675,0.02210592,0.0062306304
0.95575726,0.020275075,0.018162878,0.0058047217
0.95575726,0.020275075,0.018162878,0.0058047217
0.9519075,0.018528458,0.024335695,0.0052283485
0.9458448,0.027556706,0.020827139,0.0057712393
0.95575726,0.020275075,0.018162878,0.0058047217
0.9458448,0.027556706,0.020827139,0.0057712393
0.9412969,0.018616308,0.03329104,0.0067957854
0.95575726,0.020275075,0.018162878,0.0058047217
0.95575726,0.020275075,0.018162878,0.0058047217
0.93902826,0.038267475,0.014140848,0.00856352
0.95672065,0.01939435,0.018451713,0.00543337
0.9471073,0.022964789,0.024034718,0.005893228
0.95191574,0.022096328,0.01994687,0.006041063
0.95191574,0.022096328,0.01994687,0.006041063
0.9372818,0.03155705,0.020527877,0.010633324
0.954636,0.019832196,0.019361852,0.006169991
0.9487431,0.023224164,0.021786312,0.0062464112
0.8877646,0.066747576,0.037554275,0.00793367
0.07177286,0.07514044,0.59714514,0.25594154
0.06615153,0.86696196,0.015979208,0.05090723
0.94797695,0.019487059,0.025582002,0.006954071
0.955716,0.021473749,0.01703499,0.0057752593
0.955716,0.021473749,0.01703499,0.0057752593
0.9522115,0.020033667,0.021649333,0.0061054495
0.95517415,0.021375611,0.01798023,0.0054699355
0.95191574,0.022096328,0.01994687,0.006041063
0.94761217,0.026721204,0.017795997,0.007870555
0.9522115,0.02003366,0.021649327,0.0061054495
0.9522115,0.02003366,0.021649327,0.0061054495
0.9522115,0.02003366,0.021649327,0.0061054495
0.9522115,0.02003366,0.021649327,0.0061054495
0.9522115,0.020033667,0.021649333,0.0061054495
0.9483855,0.02497718,0.019994995,0.006642268
0.9522115,0.02003366,0.021649327,0.0061054495
0.94075614,0.03234798,0.021446362,0.005449437
0.9522115,0.02003366,0.021649327,0.0061054495
0.95057267,0.024712123,0.017821554,0.0068936427
0.94075614,0.03234798,0.021446358,0.0054494343
0.9460904,0.03152464,0.016296985,0.0060879667
0.94758457,0.021456704,0.024680417,0.006278365
0.95672065,0.019394346,0.01845171,0.00543337
0.95191574,0.022096328,0.01994687,0.006041063
0.9378015,0.028367454,0.02685491,0.0069761667
0.95018256,0.022432767,0.021285038,0.006099577
0.94758457,0.021456704,0.024680411,0.006278365
0.95142275,0.020482404,0.022344016,0.0057507223
0.9471718,0.022044072,0.02526102,0.0055230516
0.9453456,0.028343603,0.01948567,0.006825194
0.95672065,0.019394346,0.01845171,0.00543337
0.8965055,0.040265027,0.05522661,0.008002855
0.9430181,0.03127901,0.018881751,0.006821217
0.9517758,0.020606922,0.02037774,0.0072396235
0.94075614,0.03234798,0.021446358,0.0054494343
0.9518765,0.02127744,0.021515163,0.005330847
0.94075614,0.03234798,0.021446358,0.0054494343
0.9109743,0.06015377,0.02088848,0.007983516
0.94797695,0.019487059,0.025582002,0.006954071
0.95753413,0.019894795,0.01674206,0.005829073
0.9505728,0.024712125,0.017821549,0.0068936436
0.95057267,0.024712123,0.017821554,0.0068936427
0.95191574,0.022096328,0.01994687,0.006041063
0.83974546,0.10800118,0.03964001,0.012613378
0.95397365,0.023821615,0.01723197,0.004972886
0.9517758,0.020606915,0.02037773,0.00723962
0.9527306,0.02063712,0.021359544,0.005272649
0.9534934,0.022554714,0.017731914,0.0062199477
0.9187535,0.021892529,0.051355336,0.007998625
0.045871515,0.86882764,0.019563802,0.065737
0.055219207,0.82357526,0.020224331,0.10098122
0.03931261,0.8739467,0.018310219,0.06843059
0.038279675,0.8614897,0.020454925,0.07977565
0.03931261,0.8739467,0.018310219,0.06843059
0.04986912,0.8433409,0.021154819,0.08563521
0.04434704,0.8695834,0.019211436,0.06685813
0.042957686,0.8680977,0.017382177,0.071562335
0.09255813,0.8549157,0.01870691,0.03381934
0.0572196,0.7864764,0.020549593,0.13575451
0.03966545,0.8267305,0.018154968,0.11544916
0.055219207,0.82357526,0.020224331,0.10098122
0.08583695,0.84727186,0.0157658,0.05112547
0.054892477,0.8805768,0.022654237,0.0418765
0.06759798,0.87597203,0.020677116,0.035752922
0.06091639,0.8447362,0.026221415,0.06812602
0.039347198,0.8761027,0.018220464,0.06632968
0.06055704,0.765337,0.043754015,0.13035196
0.042957686,0.8680977,0.017382177,0.071562335
0.061702017,0.8424389,0.022194508,0.07366456
0.05854712,0.8701608,0.017021192,0.054270808
0.045871515,0.86882764,0.019563802,0.065737
0.055709567,0.8630763,0.022405876,0.058808252
0.057514925,0.84236425,0.021853944,0.07826684
0.04783261,0.8161201,0.022309871,0.11373747
0.07676596,0.83146024,0.016674249,0.075099565
0.12151069,0.64214915,0.040430345,0.1959098
0.0511102,0.8597504,0.016789999,0.072349355
0.049343176,0.8753131,0.018079117,0.057264537
0.044296395,0.8312126,0.019448845,0.10504219
0.07523602,0.863634,0.015964191,0.04516573
0.17146176,0.72461534,0.015177504,0.08874543
0.069794215,0.8683415,0.01589551,0.045968816
0.05222984,0.8652805,0.022010481,0.060479257
0.026906217,0.7588343,0.092294164,0.1219654
0.06500247,0.80836505,0.023544094,0.10308835
0.03495258,0.86287814,0.02242993,0.079739414
0.03888107,0.83433074,0.024540396,0.10224781
0.078113526,0.84165406,0.01760974,0.06262261
0.03737146,0.83007354,0.026453888,0.10610112
0.0761831,0.853094,0.021506142,0.049216855
0.036172055,0.8815494,0.022735564,0.059543017
0.04629156,0.86528754,0.016267778,0.07215313
0.0556008,0.8767307,0.01728661,0.050381877
0.04390817,0.8602023,0.021208188,0.07468132
0.06418781,0.86677164,0.020558875,0.048481606
0.04836489,0.8719698,0.018539393,0.061125927
0.044044293,0.8756575,0.017577952,0.06272026
0.045290247,0.8665267,0.018291678,0.069891326
0.05904129,0.8735631,0.017245982,0.050149605
0.13728605,0.78986627,0.022981811,0.04986584
0.035496954,0.019393953,0.91461915,0.030489886
0.05401951,0.8552657,0.021710753,0.069004096
0.042957686,0.8680977,0.017382177,0.071562335
0.03738718,0.8702854,0.021826014,0.07050135
0.045871507,0.8688277,0.019563803,0.06573701
0.0439389,0.8830736,0.024445657,0.04854182
0.037978917,0.86496186,0.020089414,0.076969765
0.0556008,0.8767307,0.01728661,0.050381877
0.03931261,0.8739467,0.018310219,0.06843059
0.065002464,0.80836517,0.02354409,0.10308832
0.06615153,0.86696196,0.015979208,0.05090723
0.04447099,0.8733741,0.018879184,0.06327578
0.061702017,0.8424389,0.022194514,0.07366456
0.034146808,0.850839,0.03102691,0.08398729
0.0344242,0.8269112,0.034386385,0.10427816
0.04370509,0.8645937,0.020415068,0.07128612
0.060389806,0.85765374,0.019546647,0.06240996
0.008810164,0.006644996,0.97635204,0.0081928065
0.01125292,0.0061067306,0.9762582,0.006382069
0.009517608,0.009157401,0.97327864,0.008046417
0.008793447,0.006247088,0.9782436,0.0067159547
0.026089417,0.008076857,0.9582718,0.00756195
0.010785982,0.006026627,0.97705597,0.00613143
0.017890701,0.008029637,0.9661767,0.007902997
0.011573799,0.005172176,0.97707456,0.0061794803
0.008191796,0.0061768703,0.9781551,0.00747623
0.00855209,0.005938402,0.97897434,0.0065351585
0.010392023,0.005697463,0.97757304,0.006337476
0.008876756,0.005926753,0.9768811,0.00831532
0.011315711,0.005291342,0.97768503,0.005707824
0.018938158,0.0125802895,0.9501745,0.018307041
0.009604057,0.005138941,0.97778636,0.0074706897
0.009604057,0.005138941,0.97778636,0.0074706897
0.00882173,0.0054151462,0.9790893,0.006673794
0.009926962,0.008213334,0.97119,0.010669651
0.011148508,0.006034921,0.97679293,0.006023531
0.007927384,0.006053649,0.9775416,0.008477407
0.011060956,0.00535939,0.97726613,0.006313526
0.0126177585,0.0075109513,0.97047913,0.009392168
0.009377944,0.00494325,0.97914505,0.0065337024
0.018567067,0.00890787,0.9639025,0.008622586
0.008129761,0.005800732,0.9789274,0.0071421303
0.014853594,0.012140592,0.96134657,0.011659286
0.013541505,0.005261044,0.97379196,0.007405565
0.009437783,0.0054463204,0.97878385,0.006332084
0.009166122,0.0062496257,0.9767249,0.00785936
0.009377944,0.00494325,0.97914505,0.0065337024
0.009680903,0.004828501,0.9789417,0.0065489467
0.008883547,0.0050505493,0.9799728,0.0060931505
0.046136346,0.01116907,0.93182707,0.010867518
0.007959159,0.0067318594,0.97344965,0.011859388
0.011753397,0.0053231777,0.9772479,0.0056754816
0.008446887,0.005586913,0.9778351,0.008131038
0.010831682,0.005725453,0.976652,0.006790787
0.031374983,0.01177994,0.9438199,0.013025198
0.012628329,0.0052692764,0.9754058,0.006696485
0.049166474,0.044233732,0.88745266,0.019147161
0.013247714,0.0061103855,0.9732685,0.007373351
0.013803828,0.05703756,0.71990377,0.2092549
0.008466675,0.0050844853,0.9784232,0.008025686
0.009767661,0.0056829997,0.9778893,0.006660112
0.009647858,0.0061221803,0.9780082,0.0062218113
0.011335284,0.0057478813,0.9774665,0.0054502715
0.013746324,0.006034097,0.971787,0.00843257
0.011639618,0.008015429,0.97086877,0.009476109
0.010986822,0.005175222,0.9774399,0.0063980897
0.007927384,0.006053649,0.9775416,0.008477407
0.010125915,0.005854433,0.97747916,0.006540545
0.01833395,0.008655963,0.9633137,0.00969637
0.042807817,0.016592346,0.9289329,0.01166685
0.008175083,0.00637787,0.977734,0.0077130077
0.011187494,0.0053647067,0.9775185,0.005929367
0.012848707,0.006125404,0.97375417,0.0072717327
0.009604057,0.005138941,0.97778636,0.007470686
0.010271764,0.005826164,0.977468,0.0064340075
0.008847286,0.0048971404,0.9783052,0.007950485
0.008216322,0.005025434,0.9798533,0.006904982
0.008160011,0.005676811,0.98015815,0.0060050203
0.0076789707,0.005511454,0.9806368,0.00617283
0.009010106,0.005507014,0.9789464,0.0065366114
0.007837987,0.005212143,0.9800265,0.0069233216
0.011115147,0.0052532386,0.9752079,0.008423679
0.015197966,0.012043948,0.96382105,0.008936937
0.010592877,0.005528342,0.9779177,0.0059611304
0.00935556,0.005068098,0.97927547,0.006300833
0.012122007,0.007810872,0.9694296,0.010637529
0.01052487,0.006032663,0.976143,0.0072994432
0.068697535,0.020754328,0.8950181,0.015530012
0.012630292,0.005410405,0.97547513,0.006484155
0.010409793,0.005128438,0.9779628,0.006499049
0.02340231,0.0137335425,0.9429749,0.019889133
0.014853594,0.012140592,0.96134657,0.011659286
0.9522115,0.020033667,0.021649333,0.0061054495
0.022635052,0.0140750455,0.93895584,0.024334112
0.008101081,0.00571381,0.9795105,0.006674663
0.008491901,0.00481333,0.979502,0.0071928273
0.010392023,0.005697463,0.97757304,0.006337476
0.010217647,0.0056432746,0.9768226,0.0073164785
0.010217652,0.0056432746,0.9768226,0.0073164785
0.008393054,0.005593296,0.977793,0.008220645
0.008818153,0.005403814,0.97889966,0.0068783998
0.015612612,0.021658607,0.9277683,0.034960534
0.009324069,0.005744811,0.9790178,0.0059133666
0.0095350295,0.0050402917,0.9796959,0.0057287347
0.008023329,0.005524507,0.97924614,0.00720603
0.009829641,0.005169675,0.97910756,0.0058931373
0.010125915,0.005854433,0.97747916,0.006540545
0.009458498,0.005170961,0.9781516,0.007218861
0.009469443,0.0049409247,0.9793609,0.0062288125
0.010392023,0.005697463,0.97757304,0.006337476
0.01097201,0.005379591,0.97726417,0.0063842814
0.010923047,0.0049248687,0.97800934,0.006142744
0.0082493555,0.005654429,0.9800007,0.006095489
0.013585035,0.017591612,0.9583792,0.010444217
0.0107133025,0.004848483,0.97776437,0.0066739153
0.017307127,0.005839247,0.9697129,0.007140762
0.01268535,0.006231794,0.9750334,0.0060494244
0.00935556,0.005068098,0.97927547,0.006300836
0.012079782,0.0070180586,0.97337884,0.0075232456
0.018561991,0.074636914,0.07569442,0.83110666
0.01853165,0.075061366,0.068470284,0.8379367
0.059448034,0.63524485,0.02394398,0.28136316
0.018555684,0.07574478,0.05693937,0.8487601
0.018808857,0.07720041,0.07192694,0.83206385
0.021258771,0.08673487,0.0967501,0.79525626
0.018779635,0.07578442,0.121715076,0.78372085
0.01875943,0.075633995,0.07522458,0.830382
0.016365908,0.10069091,0.064679965,0.81826323
0.021310804,0.08735689,0.040514603,0.8508177
0.018511357,0.07614455,0.051519185,0.8538249
0.018701093,0.07139834,0.06861088,0.8412897
0.018475194,0.07282635,0.072082855,0.83661556
0.018854167,0.08133773,0.07669045,0.8231177
0.060191445,0.13795449,0.030733872,0.7711202
0.01696989,0.08104161,0.077095576,0.8248929
0.021418879,0.07948342,0.05374481,0.8453528
0.01779823,0.077460565,0.06545426,0.839287
0.018832833,0.07801789,0.053083077,0.8500662
0.020457236,0.07236282,0.069451265,0.8377287
0.0215927,0.088002235,0.039469723,0.85093534
0.019057501,0.081232235,0.07204207,0.8276682
0.023617774,0.083158866,0.039290257,0.85393316
0.018729685,0.078673854,0.083418146,0.81917834
0.02000715,0.07561033,0.05094704,0.8534355
0.017113287,0.07897798,0.077164516,0.8267442
0.017553722,0.07502177,0.07388424,0.8335403
0.023617774,0.083158866,0.039290257,0.85393316
0.019149825,0.073774114,0.078003235,0.8290728
0.0167179,0.083716445,0.072318695,0.8272469
0.019392563,0.0749707,0.050332464,0.8553043
0.021417322,0.069542184,0.062487517,0.8465529
0.019065408,0.08186829,0.07212325,0.82694304
